section_code,subject,course_number,course_name,instructor,credits,term,campus,class_schedule,parking_arrival_date,parking_arrival_time
CS2263-SJ01B,CS,2263,Systems Software Development,Jeff McNally,4,Winter 2026,Saint John,"Tuesday, Thursday 3:30-4:50 PM",2026-01-13,14:30
CS2263-SJ01B,CS,2263,Systems Software Development,Jeff McNally,4,Winter 2026,Saint John,"Tuesday, Thursday 3:30-4:50 PM",2026-01-08,15:05
CS2263-SJ01B,CS,2263,Systems Software Development,Jeff McNally,4,Winter 2026,Saint John,"Tuesday, Thursday 3:30-4:50 PM",2026-01-06,14:55
CS2263-SJ01B,CS,2263,Systems Software Development,Jeff McNally,4,Winter 2026,Saint John,"Tuesday, Thursday 3:30-4:50 PM",2026-01-13,14:50
CS2263-SJ01B,CS,2263,Systems Software Development,Jeff McNally,4,Winter 2026,Saint John,"Tuesday, Thursday 3:30-4:50 PM",2026-01-27,14:55
CS2263-SJ01B,CS,2263,Systems Software Development,Jeff McNally,4,Winter 2026,Saint John,"Tuesday, Thursday 3:30-4:50 PM",2026-01-15,14:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-22,12:25
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-27,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-27,12:15
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-27,12:15
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-02-05,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-13,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-06,12:30
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-20,12:20
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-20,12:10
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-22,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-27,12:20
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-29,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-02-05,12:35
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-02-03,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-06,12:25
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-06,12:20
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-15,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-06,12:25
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-22,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-06,12:20
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-02-05,12:25
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-15,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-13,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-22,12:15
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-20,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-27,12:30
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-15,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-13,12:20
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-06,12:35
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-29,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-02-03,12:00
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-29,12:15
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-15,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-29,12:40
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-08,12:20
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-29,12:10
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-15,12:05
CS2333-SJ01B,CS,2333,Computability and Formal Lang,Peash R. Saha,4,Winter 2026,Saint John,"Tuesday, Thursday 1:00-2:20 PM",2026-01-20,12:00
